date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:01:46	53707/53707	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:46%20GMT	https://www.roblox.com/newlogin?returnUrl=https%3A%2F%2Fwww.roblox.com%2Fcreate	C:/My%20Web%20Sites/roblox/www.roblox.com/newlogin909c.html	(from https://www.roblox.com/create)
18:01:46	67284/67284	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:46%20GMT	https://www.roblox.com/?returnUrl=https%3A%2F%2Fwww.roblox.com%2Fcreate	C:/My%20Web%20Sites/roblox/www.roblox.com/index909c.html	(from https://www.roblox.com/create)
18:01:46	23678/23678	---M--	200	added ('OK')	application/javascript	etag:%221ba27b6cb9c48a2f6492283b5eef465b%22	https://js.rbxcdn.com/1ba27b6cb9c48a2f6492283b5eef465b.js.gzip	C:/My%20Web%20Sites/roblox/js.rbxcdn.com/1ba27b6cb9c48a2f6492283b5eef465b.js.gzip	(from https://www.roblox.com/create)
18:01:47	55269/55269	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2018%20May%202018%2022:01:48%20GMT	https://www.roblox.com/upgrades/POST	C:/My%20Web%20Sites/roblox/www.roblox.com/upgrades/POST.4d.delayed	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:47	868032/868032	---M--	200	added ('OK')	application/exe	etag:%220708da5ce64dd69204b45abffb0148ce%22	https://s3.amazonaws.com/setup.roblox.com/RobloxStudioLauncherBeta.exe	C:/My%20Web%20Sites/roblox/s3.amazonaws.com/setup.roblox.com/RobloxStudioLauncherBeta.exe	(from https://www.roblox.com/create)
18:01:48	43642/43642	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:48%20GMT	https://www.roblox.com/upgrades/robux	C:/My%20Web%20Sites/roblox/www.roblox.com/upgrades/robux.html	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:48	8364/8364	---M--	200	added ('OK')	text/css	date:Sun,%2001%20Jan%202006%2006:00:00%20GMT	https://static.rbxcdn.com/css/page___2ea7ceb871b15bd7000378ac8ae9a980_m.css/fetch	C:/My%20Web%20Sites/roblox/static.rbxcdn.com/css/page___2ea7ceb871b15bd7000378ac8ae9a980_m.css/fetch.css	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:49	213/213	---M--	302	error ('Found')	text/html	date:Fri,%2018%20May%202018%2022:01:49%20GMT	https://www.roblox.com/Upgrades/PaymentMethods?ap=42&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/Upgrades/PaymentMethods.51e53e.delayed	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:49	53869/53869	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:50%20GMT	https://www.roblox.com/NewLogin?ReturnUrl=%2fUpgrades%2fPaymentMethods%3fap%3d42%26page%3dgrid&ap=42&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/NewLoginfa6a.html	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:50	152188/152188	---M--	200	added ('OK')	image/png	date:Tue,%2015%20May%202018%2017:29:52%20GMT	https://static.rbxcdn.com/Images/Upgrades/Robux/img_richman.png	C:/My%20Web%20Sites/roblox/static.rbxcdn.com/Images/Upgrades/Robux/img_richman.png	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:50	45307/45307	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:52%20GMT	https://www.roblox.com/premium/membership?ap=42&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/premium/membershipe53e.html	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:51	213/213	---M--	302	error ('Found')	text/html	date:Fri,%2018%20May%202018%2022:01:52%20GMT	https://www.roblox.com/Upgrades/PaymentMethods?ap=45&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/Upgrades/PaymentMethods.54dc4e.delayed	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:51	53867/53867	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:52%20GMT	https://www.roblox.com/NewLogin?ReturnUrl=%2fUpgrades%2fPaymentMethods%3fap%3d45%26page%3dgrid&ap=45&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/NewLogineaaa.html	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:52	45308/45308	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:53%20GMT	https://www.roblox.com/premium/membership?ap=45&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/premium/membershipdc4e.html	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:53	213/213	---M--	302	error ('Found')	text/html	date:Fri,%2018%20May%202018%2022:01:54%20GMT	https://www.roblox.com/Upgrades/PaymentMethods?ap=10&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/Upgrades/PaymentMethods.57da9b.delayed	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:53	53869/53869	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:54%20GMT	https://www.roblox.com/NewLogin?ReturnUrl=%2fUpgrades%2fPaymentMethods%3fap%3d10%26page%3dgrid&ap=10&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/NewLogin6f75.html	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:54	45308/45308	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:55%20GMT	https://www.roblox.com/premium/membership?ap=10&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/premium/membershipda9b.html	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:55	213/213	---M--	302	error ('Found')	text/html	date:Fri,%2018%20May%202018%2022:01:55%20GMT	https://www.roblox.com/Upgrades/PaymentMethods?ap=46&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/Upgrades/PaymentMethods.5ab423.delayed	(from https://www.roblox.com/upgrades/robux?ctx=nav)
18:01:55	53867/53867	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20May%202018%2022:01:56%20GMT	https://www.roblox.com/NewLogin?ReturnUrl=%2fUpgrades%2fPaymentMethods%3fap%3d46%26page%3dgrid&ap=46&page=grid	C:/My%20Web%20Sites/roblox/www.roblox.com/NewLogin5944.html	(from https://www.roblox.com/upgrades/robux?ctx=nav)
